Company,Product,Cpu,Ram,Gpu,OpSys,Inches,Price,Cpu_brand,Gpu_brand,HDD,SSD,LogPrice
Asus,ROG Strix G15 G513RC-HN251WS Gaming Laptop,"Octa Core, 16 Threads",16,4GB NVIDIA GeForce RTX RTX 3050,Windows 11 OS,15.6,91990,"Octa Core,",4GB,0,1000,11.42943515
Asus,Vivobook 16 2023 X1605VA-MB957WS Laptop,"14 Cores (6P + 8E), 20 Threads",16,Integrated Intel Iris Xe Graphics,Windows 11 OS,16,95689,14 Cores,Integrated,0,1000,11.46885863
Acer,Chromebook CB314-3H NX.K04SI.007 Laptop,"Dual Core, 2 Threads",8,Intel Integrated UHD,Chrome OS,14,26732,"Dual Core,",Intel,0,128,10.19361663
HP,Zbook FireFly 14 G8 4F0W6PA Laptop,"Quad Core, 8 Threads",16,Intel UHD Graphics,Windows 11 OS,14,89999,"Quad Core,",Intel,0,512,11.40755384
Asus,Vivobook S14 Flip TN3402QA-LZ751WS Laptop,"Octa Core, 16 Threads",16,AMD Radeon Graphics,Windows 11 OS,14,69990,"Octa Core,",AMD,0,1000,11.15610765
Asus,Vivobook S14 Flip TN3402QA-LZ551WS Laptop,"Hexa Core, 12 Threads",16,AMD Radeon Graphics,Windows 11 OS,14,65391,"Hexa Core,",AMD,0,1000,11.08813991
Lenovo,Thinkpad T14 Laptop,"Octa Core, 16 Threads",16,AMD Radeon Graphics,Windows 10 OS,14,90000,"Octa Core,",AMD,0,512,11.40756495
Lenovo,IdeaPad Slim 3 82RK00VWIN Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,38390,Hexa Core,Intel,0,512,10.55555229
Lenovo,IdeaPad 1 15AMN7 82VG00J5IN Laptop,"Quad Core, 8 Threads",8,AMD Radeon 610M,Windows 11 OS,15.6,40990,"Quad Core,",AMD,0,512,10.62108341
Lenovo,IdeaPad Gaming 3 82K2028AIN Laptop,"Quad Core, 8 Threads",8,4GB  NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,50990,"Quad Core,",4GB,0,512,10.83938481
Dell,Vostro 3520 Laptop,"Quad Core, 8 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,47990,"Quad Core,",Intel,0,512,10.77874793
Dell,Inspiron 15 3520 IN352092K4N001ORS1 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Integrated Graphics,Windows 11 OS,15.6,59990,10 Cores,Intel,0,512,11.00193316
Dell,Vostro 3530 Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Integrated Graphics ,Windows 11 OS,15.6,61990,10 Cores,Intel,0,512,11.03472836
Lenovo,V14 G4 Laptop,"Quad Core, 8 Threads",8,AMD Radeon,Windows 11 OS,14,31990,"Quad Core,",AMD,0,512,10.37317863
MSI,Creator M16 B13VE-1271IN Laptop,"14 Cores (6P + 8E), 20 Threads",32,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,16,129990,14 Cores,6GB,0,1000,11.7752128
Lenovo,V15 G3 82TTA02UIH Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,49989,10 Cores,Intel,0,512,10.81955826
Dell,Vostro 3525 Laptop,"Hexa Core, 12 Threads",8,AMD Radeon Graphics,Windows 11 OS,15.6,42990,"Hexa Core,",AMD,0,512,10.66872281
MSI,Creator Pro M16 B13VJ-1272IN Gaming Laptop,"14 Cores (6P + 8E), 20 Threads",32,8GB NVIDIA GeForce RTX A2000 Ada,Windows 11 OS,16,259990,14 Cores,8GB,0,1000,12.46839845
Lenovo,IdeaPad Slim 3i 82X70032IN Laptop,"5 Cores (1P + 4E), 6 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,44690,5 Cores,Intel,0,512,10.70750504
Lenovo,IdeaPad Flex 5 Gen 8 82XX0070IN Laptop,"Hexa Core, 12 Threads",16,AMD Radeon AMD,Windows 11 OS,14,61990,"Hexa Core,",AMD,0,512,11.03472836
HP,ZBook Firefly 16 G9 6V2X7PA Workstation PC Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,16,123300,10 Cores,Intel,0,1000,11.72237569
Dell,Inspiron 3530 15 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel UHD Graphics,Windows 11 OS,15.6,74499,10 Cores,Intel,0,1000,11.21854098
Lenovo,IdeaPad Gaming 3 15IHU6 82K101PCIN Laptop,"Quad Core, 8 Threads",8,4GB NVIDIA GeForce GTX 2050,Windows 11 OS,15.6,47990,"Quad Core,",4GB,0,512,10.77874793
Lenovo,Yoga 6 13ABR8 83B2007UIN Laptop,"Octa Core, 16 Threads",16,AMD Radeon Graphics,Windows 11 OS,13.3,85990,"Octa Core,",AMD,0,1000,11.36198629
Lenovo,IdeaPad Flex 5 82R900D4IN Laptop,"Octa Core, 16 Threads",16,AMD Radeon,Windows 11 OS,14,61990,"Octa Core,",AMD,0,512,11.03472836
Ultimus,Neo NU14U3INT54BN Laptop,"Dual Core, 4 Threads",8,Intel Integrated Iris,Windows 11 OS,14.1,21990,"Dual Core,",Intel,0,256,9.998343084
HP,Victus 15-fb0158AX Gaming Laptop,"Hexa Core, 12 Threads",8,4GB AMD Radeon RX 6500M,Windows 11 OS,15.6,49990,"Hexa Core,",4GB,0,512,10.81957826
Lenovo,Legion Slim 5 82Y9009KIN Gaming Laptop,"Octa Core, 16 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,16,112990,"Octa Core,",6GB,0,512,11.6350546
Lenovo,Legion Slim 5 16APH8 82Y90042IN Gaming Laptop,"Octa Core, 16 Threads",16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,16,127990,"Octa Core,",8GB,0,512,11.75970741
HP,Pavilion x360 14-ek1021TU Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,14,91590,10 Cores,Intel,0,512,11.42507737
HP,Victus 15-fa1062TX Gaming Laptop,"12 Cores (4P + 8E), 16 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,15.6,103060,12 Cores,6GB,0,512,11.54306662
HP,15-fc0027AU Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,Windows 11 OS,15.6,39600,"Quad Core,",AMD,0,512,10.5865844
Lenovo,Legion Slim 5 16APH8 82Y9008MIN Gaming Laptop,"Octa Core, 16 Threads",16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,16,137590,"Octa Core,",8GB,0,512,11.83203353
Lenovo,ThinkBook 15 Gen 5 21JF0026MJ Laptop,"Octa Core, 16 Threads",16,AMD Radeon AMD,Windows 11 OS,16,53980,"Octa Core,",AMD,0,512,10.89636889
Acer,Swift Go 14 NX.KG3SI.005 Laptop,"Hexa Core, 12 Threads",16,AMD Radeon Graphics,Windows 11 OS,14,54990,"Hexa Core,",AMD,0,512,10.91490663
Asus,VivoBook 15 X515MA-BR022WS Laptop,"Dual Core, 2 Threads",8,Intel Integrated UHD 600,Windows OS,15.6,28099,"Dual Core,",Intel,0,512,10.24348927
HP,Spectre 17-cs0097nr Foldable Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,17,415000,10 Cores,Intel,0,1000,12.9360338
Fujitsu,CH‎ 4ZR1L82433 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,13.3,64990,10 Cores,Intel,0,512,11.08198869
Fujitsu,CH‎ 4ZR1L82434 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,13.3,84990,10 Cores,Intel,0,1000,11.35028888
Tecno,Megabook T1 Laptop,"Quad Core, 8 Threads",16,Intel UHD Graphics,Windows 11 OS,15.6,52999,"Quad Core,",Intel,0,1000,10.87802832
Tecno,Megabook T1 Laptop,"Dual Core, 4 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,34999,"Dual Core,",Intel,0,512,10.46307477
Asus,Vivobook 15X OLED M3504YA-LK752WS Laptop,"Octa Core, 16 Threads",16,Integrated AMD Radeon Graphics,Windows 11 OS,15.6,65990,"Octa Core,",Integrated,0,1000,11.09725849
HP,Victus 15-fb1016AX  Gaming Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,56990,"Hexa Core,",4GB,0,512,10.95063109
Lenovo,ThinkPad E15 20TDS0AD00 Laptop,"Quad Core, 8 Threads",16,Intel Iris Xe Graphics,Windows 10 OS,15.6,88999,"Quad Core,",Intel,0,1000,11.39638041
Lenovo,Ideapad 3 15ITL06 82H803GUIN Laptop,"Dual Core, 4 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,35990,"Dual Core,",Intel,0,512,10.4909964
Lenovo,Yoga 7 82YL0060IN Laptop,"12 Cores (4P + 8E), 16 Threads",16,Integrated Intel Iris Xe Graphics,Windows 11 OS,14,111490,12 Cores,Integrated,0,512,11.62169018
HP,250 G9 7N179PA Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Iris Xe Graphics,Windows 11 OS,15.6,50990,10 Cores,Intel,0,512,10.83938481
Lenovo,Thinkpad E15 21E6S07S00 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,15.6,89500,10 Cores,Intel,0,512,11.4019939
Lenovo,Ideapad Slim 5 82XE004QIN Laptop,"Hexa Core, 12 Threads",16,AMD Radeon Graphics,Windows 11 OS,14,66388,"Hexa Core,",AMD,0,512,11.1032716
Asus,Vivobook Pro 15 M6500QC-HN551WS Laptop,"Hexa Core, 12 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,66990,"Hexa Core,",4GB,0,1000,11.11229863
Asus,Vivobook Pro 15 M6500QC-HN751WS Laptop,"Octa Core, 16 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,74990,"Octa Core,",4GB,0,1000,11.22511005
HP,255 G9 841W6PA Laptop,"Dual Core, 4 Threads",8,AMD Radeon Graphics,DOS 3.0 OS,15.6,26990,"Dual Core,",AMD,0,512,10.20322171
Dell,15 Inspiron 3530 Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,65990,10 Cores,Intel,0,1000,11.09725849
Asus,Vivobook 16X 2023 K3605ZC-MBN752WS Laptop,"10 Cores (6P + 4E), 16 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,16,87990,10 Cores,4GB,0,1000,11.38497845
Dell,Inspiron 3520 IN3520KTMFJS1ORGR1 Laptop,"Dual Core, 4 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,36480,"Dual Core,",Intel,0,512,10.50451944
Dell,Inspiron 3530 IN3530RW8JY001ORS1 Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Integrated Integrated Intel® UHD Graphics,Windows 11 OS,15.6,63989,10 Cores,Intel,0,1000,11.06646647
Asus,TUF Gaming F15 90NR0GW1-M00F00 Laptop,20 Threads,16,4GB NVIDIA GeForce RTX 3050,Windows 11  OS,15.6,90990,20 Threads,4GB,0,1000,11.41850489
Asus,Vivobook 16X 2023 K3605ZV-MBN741WS Laptop,"10 Cores (6P + 4E), 16 Threads",16,NVIDIA Geforce RTX,Windows 11 OS,16,104990,10 Cores,NVIDIA,0,512,11.56162039
HP,240 G9 ALC 7M658PA Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Integrated,DOS OS,14,64800,10 Cores,Intel,0,512,11.07906088
Asus,Chromebook CX1400FKA-EC0158 Laptop,"Dual Core, 2 Threads",4,Intel Integrated UHD,Chrome OS,14,27990,"Dual Core,",Intel,0,64,10.23960258
Asus,Chromebook CX1400CKA-EK0335 Laptop,"Dual Core, 2 Threads",4,Intel Integrated UHD,Chrome OS,14,14990,"Dual Core,",Intel,0,128,9.615138591
Asus,Chromebook CX1500CKA-EJ0241 Laptop,"Dual Core, 2 Threads",4,Intel Integrated UHD,Chrome OS,15.6,22990,"Dual Core,",Intel,0,64,10.04281462
Asus,Chromebook CX1500CKA-EJ0277 Laptop,"Dual Core, 2 Threads",4,Intel Integrated UHD,Chrome OS,15.6,23990,"Dual Core,",Intel,0,128,10.08539236
HP,250 G9 7M659PA Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel Integrated,Windows 11 OS,15.6,42900,Hexa Core,Intel,0,512,10.6666271
Gigabyte,G6 KF Gaming Laptop,"10 Cores (6P + 4E), 16 Threads",16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,16,130000,10 Cores,8GB,0,512,11.77528973
Gigabyte,G5 KF-E3IN313SH Laptop,"12 Cores (4P + 8E), 16 Threads",8,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,15.6,94990,12 Cores,8GB,0,512,11.4615269
Lenovo,ThinkBook 15 G3 ACL 21A4003KUS Laptop,"Octa Core, 16 Threads",16,AMD Radeon AMD,Windows 11 OS,15.6,57990,"Octa Core,",AMD,0,512,10.96802586
Asus,Vivobook 16X K3605ZU-MBN742WS Laptop,"10 Cores (6P + 4E), 16 Threads",16,6GB NVIDIA Geforce RTX 4050,Windows 11 OS,16,104222,10 Cores,6GB,0,512,11.55427852
Fujitsu,UH-X ‎4ZR1M37246 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,69990,10 Cores,Intel,0,512,11.15610765
Lenovo,IdeaPad Slim 5 82XE0072IN Laptop,"Octa Core, 16 Threads",16,AMD Integrated SoC,Windows 11 OS,14,63990,"Octa Core,",AMD,0,512,11.0664821
Lenovo,IdeaPad Slim 3 82XQ008UIN Laptop,"Quad Core, 8 Threads",8,AMD Radeon 610M Graphics,Windows 11 OS,15.6,48990,"Quad Core,",AMD,0,512,10.79937147
Lenovo,V15 G3 IAP 82TT004VIH Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Integrated UHD,DOS OS,15.6,46990,10 Cores,Intel,0,512,10.75769009
HP,Victus 15-fb1015AX Gaming Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,55990,"Hexa Core,",4GB,0,512,10.93292838
Asus,Vivobook 16X K3605ZC-MBN542WS Laptop,"Octa Core (4P + 4E), 12 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,16,66990,Octa Core,4GB,0,512,11.11229863
Asus,Vivobook 16X K3605ZU-MBN541WS Laptop,"Octa Core (4P + 4E), 12 Threads",16,6GB NVIDIA Geforce RTX 4050,Windows 11 OS,16,89990,Octa Core,6GB,0,512,11.40745383
MSI,Thin GF63 11UC-1291IN Gaming Laptop,"Hexa Core, 12 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,62990,"Hexa Core,",4GB,0,512,11.05073126
MSI,Katana 15 B12UDXK-1004IN Gaming Laptop,"10 Cores (6P + 4E), 16 Threads",16,6GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,85990,10 Cores,6GB,0,512,11.36198629
Lenovo,Thinkpad E15 21E6S0W700 Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,47100,Hexa Core,Intel,0,512,10.76002828
Lenovo,Yoga 7 82YM004UIN Laptop,"Octa Core, 16 Threads",16,AMD Radeon Graphics,Windows 11 OS,14,91990,"Octa Core,",AMD,0,512,11.42943515
Asus,Vivobook Pro 15 OLED M6500QC-LK541WS Laptop,"Hexa Core, 12 Threads",16,4GB NVIDIA GeForce RTX 3050 GPU,Windows 11 OS,15.6,67990,"Hexa Core,",4GB,0,512,11.12711591
Acer,TMP214-41-G3 UN.VSQSI.007 Notebook,"Hexa Core, 12 Threads",16,AMD Radeon AMD,Windows 11 OS,14,39990,"Hexa Core,",AMD,0,512,10.5963847
Acer,TMP214-41-G3 UN.VSQSI.006 Notebook,"Hexa Core, 12 Threads",8,AMD Radeon AMD,Windows 11 OS,14,36990,"Hexa Core,",AMD,0,512,10.51840288
Asus,Vivobook Go 14 2023 E1404FA-NK327WS Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,Windows 11 OS,14,33990,"Quad Core,",AMD,0,512,10.43382164
Lenovo,V14 82KAA055IH Laptop,"Quad Core, 8 Threads",8,Intel UHD Graphics ,DOS OS,14,43800,"Quad Core,",Intel,0,512,10.6873891
HP,Omen 16-xf0043AX Gaming Laptop,"Octa Core, 16 Threads",32,8GB NVIDIA GeForce RTX 4070,Windows 11 OS,16.1,179490,"Octa Core,",8GB,0,1000,12.09787478
Gigabyte,Aero 14 OLED BMF Laptop,"14 Cores (6P + 8E), 20 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,14,164990,14 Cores,6GB,0,1000,12.01364014
Dell,Inspiron 5430 IN54308DXWP001ORS1 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,84990,10 Cores,Intel,0,1000,11.35028888
Fujitsu,UH-X ‎4ZR1L73352 2-in-1 Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,104990,12 Cores,Intel,0,1000,11.56162039
Asus,TUF Gaming F15 FX506HF-HN076W Gaming Laptop,"Hexa Core, 12 Threads",16,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,57990,"Hexa Core,",4GB,0,512,10.96802586
HP,Victus 15-fb1018AX Gaming Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,58990,"Hexa Core,",4GB,0,512,10.98512322
Dell,Alienware x15 R2 D569947WIN9 Gaming Laptop,"14 Cores (6P + 8E), 20 Threads",32,8GB NVIDIA GeForce RTX 3070 Ti,Windows 11 OS,15.6,304990,14 Cores,8GB,0,1000,12.62803427
Asus,Vivobook Go 14 2023 E1404FA-NK325WS Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,Windows 11 OS,14,33990,"Quad Core,",AMD,0,512,10.43382164
Ultimus,Elite NU14U3INF56BN-CS Laptop,"Quad Core, 8 Threads",8,Intel Integrated Iris,Windows 11 OS,14.1,28990,"Quad Core,",Intel,0,512,10.27470622
Acer,Aspire 3 Spin 14 NX.KENSI.002 Laptop,"Octa Core, 8 Threads",8,Intel UHD Graphics,Windows 11 OS,14,39900,"Octa Core,",Intel,0,512,10.5941316
Lenovo,IdeaPad 3 15ITL6 82H803GSIN Laptop,"Dual Core, 4 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,36490,"Dual Core,",Intel,0,512,10.50479353
Lenovo,IdeaPad Slim 5i 82XD0040IN Laptop,"10 Cores (6P + 4E), 16 Threads",16,Intel Integrated UHD,Windows 11 OS,14,87490,10 Cores,Intel,0,512,11.37927978
Dell,Inspiron 3530 2023 Laptop,"5 Cores (1P + 4E), 6 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,44990,5 Cores,Intel,0,1000,10.71419552
Lenovo,Yoga 7 Flip 82YL005YIN Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,107990,12 Cores,Intel,0,512,11.58979391
Dell,Inspiron 3535 2023 Laptop,"Quad Core, 8 Threads",8,AMD Radeon Graphics,Windows 11 OS,15.6,46900,"Quad Core,",AMD,0,1000,10.75577295
Dell,Inspiron 13 5330 Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,13.3,98890,12 Cores,Intel,0,1000,11.5017634
Dell,Inspiron 7430 2023 2 in 1 Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Iris Xe Graphics,Windows 11 OS,14,76990,10 Cores,Intel,0,1000,11.25143082
Dell,Inspiron 5330 2023 Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,13.3,86990,12 Cores,Intel,0,1000,11.37354845
Dell,Inspiron 7430 2 in 1 Touch Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,86990,10 Cores,Intel,0,1000,11.37354845
Dell,Vostro 3430 VN3430RHXFG001ORB1 Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Iris Xe Graphics,Windows 11 OS,14,58490,10 Cores,Intel,0,512,10.97661108
HP,Victus 15-FB0142AX Gaming Laptop,"Hexa Core, 12 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,69199,"Hexa Core,",4GB,0,512,11.14474169
MSI,Thin GF63 11SC-1494IN Gaming Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce GTX 1650,Windows 11 OS,15.6,45990,"Hexa Core,",4GB,0,512,10.73617926
MSI,Thin GF63 12VF-663IN Gaming Laptop,"10 Cores (6P + 4E), 16 Threads",16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,15.6,94990,10 Cores,8GB,0,512,11.4615269
MSI,Katana 17 B12VFK-668IN Gaming Laptop,"10 Cores (6P + 4E), 16 Threads",8,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,17.3,97990,10 Cores,8GB,0,1000,11.49262071
MSI,Pulse 17 B13VGK-652IN Gaming Laptop,"14 Cores (6P + 8E), 20 Threads",16,8GB NVIDIA GeForce RTX 4070,Windows 11 OS,17.3,179990,14 Cores,8GB,0,1000,12.10065657
MSI,Pulse 17 B13VGK-666IN Gaming Laptop,"14 Cores (6P + 8E), 20 Threads",8,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,17.3,125990,14 Cores,8GB,0,1000,11.74395782
HP,Victus  15-fa1060TX  Gaming Laptop,"12 Cores (4P + 8E), 16 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,15.6,116463,12 Cores,6GB,0,512,11.6653289
HP,Victus 15-fa1064TX Gaming Laptop,"14 Cores (6P + 8E), 20 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,15.6,109990,14 Cores,6GB,0,512,11.60814473
HP,Omen 16-wf0052TX Gaming Laptop,"14 Cores (6P + 8E), 20 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,16.1,153625,14 Cores,6GB,0,512,11.94226985
HP,Omen 16-u0023TX Gaming Laptop,"24 Cores (8P + 16E), 32 Threads",32,8GB NVIDIA GeForce RTX 4070,Windows 11 OS,16.1,270129,24 Cores,8GB,0,1000,12.5066549
Gigabyte,Aorus 15 9SF Gaming Laptop,"12 Cores (4P + 8E), 16 Threads",16,8GB NVIDIA GeForce RTX 4070,Windows 11  OS,15.6,149990,12 Cores,8GB,0,1000,11.9183239
Lenovo,IdeaPad Slim 5 82XE004RIN Laptop,"Hexa Core, 12 Threads",16,AMD Integrated SoC,Windows 11 OS,14,58990,"Hexa Core,",AMD,0,512,10.98512322
HP,Envy x360 13-bf0141tu Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,13.3,107190,10 Cores,Intel,0,512,11.58235824
Chuwi,CoreBook X Pro Laptop,"Quad Core, 8 Threads",16,Intel UHD Graphics,Windows 11 OS,15.6,32999,"Quad Core,",Intel,0,512,10.40423254
HP,Omen 16-wd0770TX Gaming Laptop,"Octa Core (4P + 4E), 12 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,16.1,102090,Octa Core,6GB,0,512,11.53361006
HP,Dragonfly G4 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,13.5,231746,10 Cores,Intel,0,512,12.35339722
Asus,Vivobook 16X 2023 K3605ZC-MBN741WS Laptop,"10 Cores (6P + 4E), 16 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,16,81990,10 Cores,4GB,0,512,11.31435257
Dell,Inspiron 3520 IN3520KTMFJ001ORS1 Laptop,"Dual Core, 4 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,36890,"Dual Core,",Intel,0,512,10.51569579
Lenovo,LOQ 15IRH8 82XV00F6IN 2023 Gaming Laptop,"Octa Core (4P + 4E), 12 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,15.6,87990,Octa Core,6GB,0,512,11.38497845
HP,Pavilion x360 14-ek1074TU Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,14,77990,10 Cores,Intel,0,512,11.26433589
Gigabyte,Aorus 15 9KF Gaming Laptop,"12 Cores (4P + 8E), 16 Threads",8,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,15.6,117574,12 Cores,8GB,0,512,11.6748232
Lenovo,LOQ 15APH8 82XT004JIN 2023 Gaming Laptop,"Octa Core, 16 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,15.6,97990,"Octa Core,",6GB,0,512,11.49262071
MSI,Vector GP68HX 13VH-072IN Gaming Laptop,"24 Cores (8P + 16E), 32 Threads",32,12GB NVIDIA GeForce RTX 4080,Windows 11 OS,16,284990,24 Cores,12GB,0,1000,12.56020937
MSI,Vector GP78HX 13VI-409IN Gaming Laptop,"24 Cores (8P + 16E), 32 Threads",32,16GB NVIDIA GeForce RTX 4090,Windows 11 OS,17,344990,24 Cores,16GB,0,2000,12.75127071
HP,Omen 16-wf0111TX Gaming Laptop,"16 Cores (8P + 8E), 24 Threads",16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,16.1,146599,16 Cores,8GB,0,1000,11.89545625
Acer,Aspire 5 A515-56G NX.AT2SI.001 Laptop,"Quad Core, 8 Threads",8,2GB NVIDIA GeForce MX450,Windows 11 OS,15.6,44990,"Quad Core,",2GB,0,512,10.71419552
Lenovo,IdeaPad Slim 5 Light 14ABR8 82XS002RIN Laptop,"Hexa Core, 12 Threads",16,AMD Radeon Graphics,Windows 11 OS,14,57990,"Hexa Core,",AMD,0,512,10.96802586
HP,Omen 16-xf0059AX Gaming Laptop,"Octa Core, 16 Threads",16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,16,128599,"Octa Core,",8GB,0,512,11.76445431
Asus,Vivobook Go 15 E510MA-EJ001W Laptop,"Dual Core, 2 Threads",4,Integrated Intel UHD Graphics,Windows 11 OS,15.6,21990,"Dual Core,",Integrated,0,256,9.998343084
HP,Omen 16-wf0055TX Gaming Laptop,"16 Cores (8P + 8E), 24 Threads",16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,16.1,151990,16 Cores,8GB,0,512,11.93157001
Infinix,INBook X2 Plus Laptop,"Quad Core, 8 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,15.6,52990,"Quad Core,",Intel,0,1000,10.8778585
Lenovo,ThinkBook 14s Yoga 20WEA00WIH Laptop,"Quad Core, 8 Threads",16,Intel Integrated,Windows 10 OS,14,119888,"Quad Core,",Intel,0,1000,11.69431325
HP,255 G8 Laptop,"Dual Core, 2 Threads",4,AMD Integrated,Windows 11 OS,15.6,22990,"Dual Core,",AMD,0,256,10.04281462
Lenovo,Yoga 6 83B2006BIN Laptop,"Hexa Core, 12 Threads",16,AMD Radeon Graphics,Windows 11 OS,13.3,76888,"Hexa Core,",AMD,0,512,11.2501051
Dell,XPS 15 9530 Laptop,"14 Cores (6P + 8E), 20 Threads",16,6GB NVIDIA RTX 4050,Windows 11 OS,15.6,256990,14 Cores,6GB,0,1000,12.45679245
Dell,Inspiron 5330 Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,13.3,83090,12 Cores,Intel,0,512,11.32767964
Dell,Inspiron 5518 D560667WIN9S Laptop,"Quad Core, 8 Threads",16,2GB NVIDIA GeForce MX450,Windows 11 OS,15.6,67999,"Quad Core,",2GB,0,512,11.12724828
